"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"30","MACF1",0.518896757129422,6.66526077221085,8.01318853082253,1.49670014110453e-05,0.00079073382850618,3.52005960818937,"UP",FALSE,"High","Master Protein","Q9UPN3","Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 [OS=Homo sapiens]",0,107.817,2,7,8,14,4,7388,837.8,5.39,59.11,7,"cell-cell signaling;cell organization and biogenesis;stress response;transport;signal transduction;other biological processes","plasma membrane;other membranes;cytoskeleton;ER/Golgi;other cell component","cytoskeletal activity;other molecular function","Pf00307, Pf00435, Pf00681, Pf02187, Pf13499, Pf17902, Pf18373, Pf21019, Pf21020, Pf21097","23499","B1ALC5; E9PJT0; hsa:23499; O75053; Q5VW20; Q8WXY1; Q8WXY2; Q96PK2; Q9H540; Q9UKP0; Q9ULG9; Q9UPN3","ENSG00000127603",NA,"Mesodermal commitment pathway; Mesodermal commitment pathway",2,2,97.6,100.8,101,84.3,74.8,88.9,119.8,116.8,125.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S35(100); S280(100); S3927(100); S4167(100); S5592(98.8); S6967(100); S7330(100)]",0,"ENSG00000127603"
"31","CSRP1",-1.00011535876782,6.48518987089963,-8.00983233532937,1.50200665953993e-05,0.00079073382850618,3.51642625118969,"DOWN",FALSE,"High","Master Protein","P21291","Cysteine and glycine-rich protein 1 [OS=Homo sapiens]",0,45.601,19,2,2,5,2,193,20.6,8.57,19.52,2,"cell organization and biogenesis;other biological processes","cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","Pf00412","1465","A8K268; hsa:1465; P21291; Q5U0J2","ENSG00000159176","MTF1 activates gene expression","MECP2 and associated Rett syndrome; VEGFA-VEGFR2 signaling",3,0,42.8,45.3,41.9,160.4,203.8,185.8,82.2,108.2,93.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S192(100)]",0,"ENSG00000159176"
"32","PSMA5",0.649482148342142,6.65464725144736,7.90441189830267,1.67959242800841e-05,0.000856592138284288,3.40164449820954,"UP",FALSE,"High","Master Protein","P28066","Proteasome subunit alpha type-5 [OS=Homo sapiens]",0,37.796,5,1,3,9,1,241,26.4,4.79,29.19,1,"protein metabolism;other metabolic processes","non-structural extracellular;cytosol;nucleus;other cell component",NA,"Pf00227, Pf10584","5686","B2R8F6; B4E2V4; hsa:5686; P28066; Q3T1C1; Q6IBF7","ENSG00000143106","Downstream TCR signaling; Separation of Sister Chromatids; FCERI mediated NF-kB activation; Antigen processing: Ubiquitination & Proteasome degradation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; ER-Phagosome pathway; Cross-presentation of soluble exogenous antigens (endosomes); SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; UCH proteinases; Ub-specific processing proteases; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; The role of GTSE1 in G2/M progression after G2 checkpoint; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Regulation of PTEN stability and activity; Neddylation; Regulation of expression of SLITs and ROBOs; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; Somitogenesis; Neutrophil degranulation; Autodegradation of Cdh1 by Cdh1:APC/C; SCF(Skp2)-mediated degradation of p27/p21; Assembly of the pre-replicative complex; Regulation of RUNX3 expression and activity; Negative regulation of NOTCH4 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","Proteasome degradation; Alzheimer's disease and miRNA effects; Alzheimer's disease",63,0,90.7,83.7,86.9,90.4,73,86.4,136.5,132.3,127.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S56(100)]",0,"ENSG00000143106"
"33","ZSCAN18",-0.554865971554189,6.64327843604435,-7.72009554148309,2.04761455272638e-05,0.000970381913598646,3.19786822564408,"DOWN",FALSE,"High","Master Protein","Q8TBC5","Zinc finger and SCAN domain-containing protein 18 [OS=Homo sapiens]",0,28.922,7,3,3,4,3,510,54.8,4.82,16.92,3,"other biological processes","nucleus","nucleic acid binding activity;other molecular function","Pf02023","65982","B4DG23; E9PBI0; hsa:65982; Q8TBC5; Q9BRK7; Q9H9A0","ENSG00000121413",NA,NA,0,0,78.4,75.3,81,129.1,138.7,137.5,96.8,91.7,99.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S10(99.4); S14(99.6)]",0,"ENSG00000121413"
"34","FRMD8",0.811824052377937,6.5719811708189,7.70970187333575,2.0708379517426e-05,0.000970381913598646,3.18625844539089,"UP",FALSE,"High","Master Protein","Q9BZ67","FERM domain-containing protein 8 [OS=Homo sapiens]",0,19.272,6,2,2,7,2,464,51.2,6.23,23.03,2,"other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus",NA,"Pf00373","83786","B4E2P1; hsa:83786; Q86V56; Q8NCB5; Q9BZ67","ENSG00000126391",NA,NA,0,0,61.3,47.4,50.4,95.1,93.7,99.1,153.7,165,184.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S439(100); S446(100)]",0,"ENSG00000126391"
"35","PSMD1",0.620476203252998,6.61557991979233,7.68297293228812,2.13188895754851e-05,0.000970381913598646,3.15634328660686,"UP",FALSE,"High","Master Protein","Q99460","26S proteasome non-ATPase regulatory subunit 1 [OS=Homo sapiens]",0,56.743,5,4,4,9,4,953,105.8,5.39,36.02,4,"protein metabolism;other metabolic processes;other biological processes","non-structural extracellular;cytosol;nucleus;other cytoplasmic organelle;other cell component","enzyme regulator activity;other molecular function","Pf01851, Pf13646, Pf18004, Pf21505","5707","B8ZZH9; hsa:5707; Q24JU0; Q53TI2; Q6GMU5; Q6P2P4; Q6PJM7; Q6PKG9; Q86VU1; Q8IV79; Q99460","ENSG00000173692","Neutrophil degranulation; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of expression of SLITs and ROBOs; FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; ER-Phagosome pathway; SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Separation of Sister Chromatids; Autodegradation of the E3 ubiquitin ligase COP1; ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; UCH proteinases; Ub-specific processing proteases; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; The role of GTSE1 in G2/M progression after G2 checkpoint; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of RUNX2 expression and activity; Regulation of PTEN stability and activity; Neddylation; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; Autodegradation of Cdh1 by Cdh1:APC/C; SCF(Skp2)-mediated degradation of p27/p21; Assembly of the pre-replicative complex; Regulation of RUNX3 expression and activity; Negative regulation of NOTCH4 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Cross-presentation of soluble exogenous antigens (endosomes); Regulation of ornithine decarboxylase (ODC); Somitogenesis","Proteasome degradation; Alzheimer's disease and miRNA effects; Parkin-ubiquitin proteasomal system pathway; Alzheimer's disease",64,0,111.7,109.7,109.5,78.7,57.6,75.8,118.1,114.5,109.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T273(100); T311(100); S315(100)]",0,"ENSG00000173692"
"36","CCDC177",-0.699592864125708,6.56685281141405,-7.67924936899339,2.14054833882054e-05,0.000970381913598646,3.15216912574193,"DOWN",FALSE,"High","Master Protein","Q9NQR7","Coiled-coil domain-containing protein 177 [OS=Homo sapiens]",0,2.764,2,2,3,3,2,707,79.7,10.74,4.2,2,NA,NA,NA,"Pf15558","56936","B2R5G1; hsa:56936; Q2M359; Q9NQR7","ENSG00000267909",NA,NA,0,0,99.3,105,98.4,109.3,136.3,112.6,82.6,73.4,76.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S209(100)]",0,"ENSG00000267909"
"37","SUGT1",0.892021394631988,6.61733209490828,7.62079343162864,2.28163500515682e-05,0.000984704647730313,3.08642269324406,"UP",FALSE,"High","Master Protein","Q9Y2Z0","Protein SGT1 homolog [OS=Homo sapiens]",0,8.827,3,1,1,1,1,365,41,5.16,3.14,1,"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf04969, Pf05002","10910","A2A303; hsa:10910; Q5JAK5; Q5TAM6; Q6VXY6; Q9Y2Z0","ENSG00000165416","The NLRP3 inflammasome; Purinergic signaling in leishmaniasis infection","Nucleotide-binding oligomerization domain (NOD) pathway",3,0,94.3,83.7,71.7,83.1,59.6,82.6,128.1,143,158.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T265(100)]",0,"ENSG00000165416"
"38","BIN1",-0.723903200955561,6.58853848432059,-7.61632978813101,2.29281719447009e-05,0.000984704647730313,3.08138556941896,"DOWN",FALSE,"High","Master Protein","O00499","Myc box-dependent-interacting protein 1 [OS=Homo sapiens]",0,52.068,7,3,4,9,3,593,64.7,5.06,34.16,3,"cell organization and biogenesis;transport;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","enzyme regulator activity;cytoskeletal activity;other molecular function","Pf03114, Pf14604","274","hsa:274; O00297; O00499; O00545; O43867; O60552; O60553; O60554; O60555; O75514; O75515; O75516; O75517; O75518; Q659B7; Q92944; Q99688","ENSG00000136717","Clathrin-mediated endocytosis","VEGFA-VEGFR2 signaling; IL-18 signaling pathway",3,0,63.7,60,64.6,145.5,189.9,131,92.4,95.4,100.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S298(100); S331(99.2)]",0,"ENSG00000136717"
"39","SRSF10",-0.828769983053164,6.55986209277031,-7.56279899204381,2.43167271919274e-05,0.00100843761683576,3.02079076744516,"DOWN",FALSE,"High","Master Protein","O75494","Serine/arginine-rich splicing factor 10 [OS=Homo sapiens]",0,13.606,12,3,3,7,3,262,31.3,11.27,6.86,3,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;transport;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00076","10772","A6NFM6; A6NI42; A6NIU7; B4DJP9; hsa:10772; O60572; O75494; Q5JRH9; Q5JRI0; Q5JRI2; Q5JRI3; Q5JRI4; Q96G09; Q96P17","ENSG00000188529","mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA","mRNA processing",3,0,99.7,93.8,103.1,124.6,108.5,126.9,68.3,84.8,72.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S23(99.4); S133(100); S160(100)]",0,"ENSG00000188529"
"40","NEDD4L",-0.729503781262698,6.64669226924092,-7.54799875411571,2.47166082557784e-05,0.00100843761683576,3.00397653139952,"DOWN",FALSE,"High","Master Protein","Q96PU5","E3 ubiquitin-protein ligase NEDD4-like [OS=Homo sapiens]",0,54.193,5,3,3,6,3,975,111.9,5.82,23.04,3,"protein metabolism;other metabolic processes;transport;other biological processes","cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","other molecular function","Pf00168, Pf00397, Pf00632","23327","hsa:23327; O43165; Q3LSM7; Q7Z5F1; Q7Z5F2; Q7Z5N3; Q8N5A7; Q8WUU9; Q96PU5; Q9BW58; Q9H2W4; Q9NT88","ENSG00000049759","Antigen processing: Ubiquitination & Proteasome degradation; Stimuli-sensing channels; Budding and maturation of HIV virion; Downregulation of TGF-beta receptor signaling; Downregulation of SMAD2/3:SMAD4 transcriptional activity","TGF-beta signaling pathway",6,0,76,74,73.2,149.9,147.2,137.6,94.7,97.9,87.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S303(99.6); S448(99.5); S479(100); S487(100)]",0,"ENSG00000049759"
"41","MTFR1",0.537950468540331,6.64963461935281,7.41066568747173,2.87880945411816e-05,0.0011459065924685,2.84668530755325,"UP",FALSE,"High","Master Protein","Q15390","Mitochondrial fission regulator 1 [OS=Homo sapiens]",0,12.967,8,2,2,2,2,333,37,9.01,6.44,2,"cell organization and biogenesis;other metabolic processes","plasma membrane;other membranes;cytosol;mitochondrion",NA,"Pf05308","9650","E7EP84; hsa:9650; Q15390; Q6IB94; Q7Z669; Q86XH5; Q8IVD7","ENSG00000066855",NA,NA,0,0,79.8,75.9,75.5,91.5,93.7,96.4,131.3,129.7,146.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S119(100); S290(100)]",0,"ENSG00000066855"
"42","SORBS2",-0.609425903536809,6.63651113914943,-7.35030044795794,3.08039655823187e-05,0.00117568085036837,2.77681535195453,"DOWN",FALSE,"High","Master Protein","O94875-10","Isoform 10 of Sorbin and SH3 domain-containing protein 2 [OS=Homo sapiens]",0,30.799,6,4,4,6,4,824,91.2,9.17,15.74,4,NA,NA,NA,NA,NA,"O94875-10",NA,NA,NA,0,0,79,77.2,81.1,133.1,146.1,127.6,87.5,100.9,91.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S136(100); S510(100); S529(99.5); S553(98.8)]",0,"ENSG00000154556"
"43","DCLK1",-0.786554745686655,6.59906111020914,-7.3453238094415,3.09768851506371e-05,0.00117568085036837,2.77103500672524,"DOWN",FALSE,"High","Master Protein","O15075","Serine/threonine-protein kinase DCLK1 [OS=Homo sapiens]",0,342.64,31,23,55,98,3,740,82.2,8.66,273.34,23,"cell organization and biogenesis;protein metabolism;other metabolic processes;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;other cell component","kinase activity;other molecular function","Pf00069, Pf03607","9201","B7Z3E9; hsa:9201; O15075; Q5VZY8; Q5VZZ0; Q5VZZ1","ENSG00000133083",NA,"Orexin receptor pathway",1,26,65.5,67.3,70.8,149.8,186.7,126.9,90.4,88.2,97.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S32(100); S36(100); T46(100); S77(100); S172(100); S212(99.5); S298(100); S307(100); S313(99.3); S332(99.3); T336(99.2); S337(100); S352(100); S353(100); S355(98.5); S364(99.5); S735(100); S738(100)]",0,"ENSG00000133083"
"44","PLEKHA7",-0.697720980783776,6.63732992991297,-7.27283672954744,3.36189650905506e-05,0.00124695797790406,2.68649217024531,"DOWN",FALSE,"High","Master Protein","Q6IQ23","Pleckstrin homology domain-containing family A member 7 [OS=Homo sapiens]",0,69.163,6,5,9,11,5,1121,127.1,9.35,37.45,5,"cell adhesion;cell organization and biogenesis","other membranes;cytosol;cytoskeleton;nucleus;other cell component","other molecular function","Pf00169","144100","B4DK33; B4DWC3; hsa:144100; Q6IQ23; Q86VZ7","ENSG00000166689",NA,NA,0,0,90.9,89,94.5,132.2,138.9,121.8,93.4,85.2,79.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S536(100); S612(100); S903(99.5); S907(99.5); S986(100)]",0,"ENSG00000166689"
"45","UCHL3",-0.659083150120879,6.60241411647376,-6.92080314204998,5.04568854893502e-05,0.00173758572616062,2.26644539397059,"DOWN",FALSE,"High","Master Protein","P15374","Ubiquitin carboxyl-terminal hydrolase isozyme L3 [OS=Homo sapiens]",0,11.031,6,1,1,1,1,230,26.2,4.92,3.41,1,"protein metabolism;other metabolic processes","cytosol;nucleus;other cell component","other molecular function","Pf01088","7347","B2R970; hsa:7347; P15374; Q5TBK8; Q6IBE9","ENSG00000118939","Synthesis of active ubiquitin: roles of E1 and E2 enzymes; UCH proteinases; Neddylation","Proteasome degradation",4,0,82,82.2,78.7,129.6,156.3,120,85.6,84.3,95.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S130(100)]",0,"ENSG00000118939"
"46","RPS3",0.647224050038435,6.53297065992761,6.9018576789443,5.15927118069514e-05,0.00173758572616062,2.24338657644939,"UP",FALSE,"High","Master Protein","P23396","Small ribosomal subunit protein uS3 [OS=Homo sapiens]",0,36.532,12,3,4,10,3,243,26.7,9.66,31.23,3,"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;translational apparatus;nucleus;other cell component","cytoskeletal activity;nucleic acid binding activity;other molecular function","Pf00189, Pf07650","6188","B2R7N5; hsa:6188; J3KN86; P23396; Q498B5; Q8NI95","ENSG00000149273","Regulation of expression of SLITs and ROBOs; L13a-mediated translational silencing of Ceruloplasmin expression; Translation initiation complex formation; Formation of a pool of free 40S subunits; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; GTP hydrolysis and joining of the 60S ribosomal subunit; Major pathway of rRNA processing in the nucleolus and cytosol; SARS-CoV-2 modulates host translation machinery; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); SRP-dependent cotranslational protein targeting to membrane; Viral mRNA Translation; Response of EIF2AK4 (GCN2) to amino acid deficiency; Peptide chain elongation; Selenocysteine synthesis; Eukaryotic Translation Termination; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); SARS-CoV-1 modulates host translation machinery","Cytoplasmic ribosomal proteins",19,0,130.4,118.2,121,65.2,41,68.5,101.6,106.6,100.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T221(100)]",0,"ENSG00000149273"
"47","SPTBN1",-0.473972075165039,6.63237649868225,-6.88740232169996,5.24780169753932e-05,0.00173758572616062,2.22576114172756,"NONE",FALSE,"High","Master Protein","Q01082","Spectrin beta chain, non-erythrocytic 1 [OS=Homo sapiens]",0,262.899,6,15,27,76,15,2364,274.4,5.57,219.28,15,"cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","Pf00169, Pf00307, Pf00435","6711","B2RP63; hsa:6711; O60837; Q01082; Q16057; Q53R99; Q59ER3; Q8IX99","ENSG00000115306","Sensory processing of sound by inner hair cells of the cochlea; Sensory processing of sound by outer hair cells of the cochlea; COPI-mediated anterograde transport; RHOV GTPase cycle; RHOU GTPase cycle; Nephrin family interactions; RAF/MAP kinase cascade; NCAM signaling for neurite out-growth; Interaction between L1 and Ankyrins; Signaling by FLT3 fusion proteins","TGF-beta signaling pathway; Sudden infant death syndrome (SIDS) susceptibility pathways",12,0,90.1,90.3,86.9,122.6,126.5,119.7,90.6,94.7,90.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S2102(100); S2138(100); S2161(99.3); T2187(100); T2195(100); S2316(99.5); T2328(100); S2358(100)]",0,"ENSG00000115306"
