"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"24","PRPF40A",-1.75003568378753,6.21614699366874,-15.4351560335647,4.31475085054724e-08,2.86870419835143e-06,9.3416467847444,"DOWN",FALSE,"High","Master Protein","O75400","Pre-mRNA-processing factor 40 homolog A [OS=Homo sapiens]",0,25.484,3,3,3,5,3,957,108.7,7.56,11.39,3,"cell cycle OR cell proliferation;cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus",NA,"Pf00397, Pf01846","55660","hsa:55660; O43856; O75400; O75404; Q8TBQ1; Q9H782; Q9NWU9; Q9P0Q2; Q9Y5A8","ENSG00000196504","mRNA Splicing - Major Pathway","mRNA processing",2,0,171.2,163.8,167.2,52.7,34.5,48.9,63.4,55.9,51.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S888(100); S938(100)]",0,"ENSG00000196504"
"25","ZC3H11A",-1.41365348843084,6.35829015587755,-15.3891653794167,4.43549677622866e-08,2.86870419835143e-06,9.31350950315615,"DOWN",FALSE,"High","Master Protein","O75152","Zinc finger CCCH domain-containing protein 11A [OS=Homo sapiens]",0,24.641,2,1,1,3,1,810,89.1,8.37,11.12,1,"other metabolic processes;transport","nucleus","other molecular function","Pf15663","9877","hsa:9877; O75152; Q6AHY4; Q6AHY9; Q6AW79; Q6AWA1; Q6PJK4; Q86XZ7","ENSG00000058673","Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination",NA,3,0,169.8,146.3,157.7,56.3,45.6,61.2,73,63.4,62.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S108(100)]",0,"ENSG00000058673"
"26","POU3F2",-1.22836567439023,6.44204951056651,-15.3394428021495,4.57023953168733e-08,2.86870419835143e-06,9.28298825408286,"DOWN",FALSE,"High","Master Protein","P20265","POU domain, class 3, transcription factor 2 [OS=Homo sapiens]",0,33.283,11,2,3,5,2,443,46.9,7.87,20.37,2,"cell cycle OR cell proliferation;developmental processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00046, Pf00157","5454","hsa:5454; P20265; Q14960; Q86V54; Q9UJL0","ENSG00000184486","EGR2 and SOX10-mediated initiation of Schwann cell myelination","MECP2 and associated Rett syndrome; Sudden infant death syndrome (SIDS) susceptibility pathways",3,0,151.1,146,138.3,59.8,51.3,59.2,83.2,73.8,84.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S341(99.6)]",0,"ENSG00000184486"
"27","RPS8",-1.06969476699457,6.45395507338458,-14.5694559675741,7.35100223113416e-08,4.44327245970776e-06,8.79654943422339,"DOWN",FALSE,"High","Master Protein","P62241","Small ribosomal subunit protein eS8 [OS=Homo sapiens]",0,59.476,17,4,6,8,4,208,24.2,10.32,27.02,4,"protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;ER/Golgi;translational apparatus;nucleus;other cell component","other molecular function","Pf01201","6202","hsa:6202; P09058; P62241; Q6IRL7","ENSG00000142937","Regulation of expression of SLITs and ROBOs; L13a-mediated translational silencing of Ceruloplasmin expression; Translation initiation complex formation; Formation of a pool of free 40S subunits; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; GTP hydrolysis and joining of the 60S ribosomal subunit; Major pathway of rRNA processing in the nucleolus and cytosol; SARS-CoV-2 modulates host translation machinery; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); SRP-dependent cotranslational protein targeting to membrane; Viral mRNA Translation; Response of EIF2AK4 (GCN2) to amino acid deficiency; Peptide chain elongation; Selenocysteine synthesis; Eukaryotic Translation Termination; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); SARS-CoV-1 modulates host translation machinery","Cytoplasmic ribosomal proteins",19,0,152.4,133.6,138.6,66.7,55.9,63.2,77.8,76.1,81,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T130(100); S160(99.7)]",0,"ENSG00000142937"
"28","PEG10",-1.06526078173654,6.46405434130766,-14.4361239799564,8.00033014618946e-08,4.56044103909771e-06,8.7095892534009,"DOWN",FALSE,"High","Master Protein","Q86TG7-5","Isoform 5 of Retrotransposon-derived protein PEG10 [OS=Homo sapiens]",0,6.053,4,2,2,6,2,401,45,7.93,5.52,2,NA,NA,NA,NA,NA,"Q86TG7-5",NA,NA,NA,0,0,151.8,143.9,139.5,70.1,58.3,65.3,74.2,73.3,80.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S328(100); S392(99.5)]",0,"ENSG00000242265"
"29","POLDIP2",-1.74849487288128,6.26766258068973,-14.4159955961123,8.10372488565157e-08,4.56044103909771e-06,8.69638895029877,"DOWN",FALSE,"High","Master Protein","Q9Y2S7","Polymerase delta-interacting protein 2 [OS=Homo sapiens]",0,9.85,3,1,1,2,1,368,42,8.63,6.65,1,"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes","cytoskeleton;mitochondrion;nucleus;other cell component","nucleic acid binding activity","Pf04379, Pf08755","26073","B2R846; hsa:26073; Q96JE4; Q9Y2S7","ENSG00000004142",NA,NA,0,0,184,150.8,138.6,41.8,29.3,49.6,72.4,62.6,71.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T292(100)]",0,"ENSG00000004142"
"30","PRPF38B",-1.05433241865086,6.4315163435896,-14.315512784491,8.64235342702035e-08,4.70144026429907e-06,8.63020491271311,"DOWN",FALSE,"High","Master Protein","Q5VTL8","Pre-mRNA-splicing factor 38B [OS=Homo sapiens]",0,11.939,4,2,2,11,2,546,64.4,10.54,13.41,2,"RNA metabolism OR transcription;other metabolic processes","nucleus",NA,"Pf03371","55119","hsa:55119; Q05DD6; Q32Q58; Q5VTL8; Q5VTL9; Q6PK39; Q7Z6E2; Q86WF3; Q8IWG9; Q9NW40","ENSG00000134186",NA,NA,0,0,148.6,139.8,145.2,72.5,60.3,64.1,72.4,70.9,70.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S491(100); S527(100); S529(100)]",0,"ENSG00000134186"
"31","VDAC1",-1.35324405048086,6.4143655626607,-14.1465787081593,9.63887435550442e-08,5.07440095102684e-06,8.51784541081643,"DOWN",FALSE,"High","Master Protein","P21796","Voltage-dependent anion-selective channel protein 1 [OS=Homo sapiens]",0,118.315,31,8,10,21,7,283,30.8,8.54,71.68,8,"cell-cell signaling;other metabolic processes;stress response;transport;other biological processes","plasma membrane;other membranes;mitochondrion;other cell component","transporter activity;other molecular function","Pf01459","7416","B3KVK4; D3DQ93; P21796; Q5FVE7; Q9UIQ5; Q9UPL0","ENSG00000213585","Ub-specific processing proteases; Pyruvate metabolism; Mitochondrial protein import; PINK1-PRKN Mediated Mitophagy; Mitochondrial calcium ion transport","Alzheimer's disease and miRNA effects; Alzheimer's disease; Arsenic metabolism and reactive oxygen species generation; Cholesterol metabolism; Fatty acids and lipoproteins transport in hepatocytes",10,1,160.8,141.2,141.7,56.9,39.4,59.7,85.9,71.8,77.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S57(100); S104(100)]",0,"ENSG00000213585"
"32","DCX",1.3655509491985,6.59619849330168,13.926598061951,1.11307717851056e-07,5.67669361040387e-06,8.36944772076105,"UP",FALSE,"High","Master Protein","O43602","Neuronal migration protein doublecortin [OS=Homo sapiens]",0,53.355,11,5,7,13,3,365,40.5,9.28,35.27,5,"cell organization and biogenesis;developmental processes;signal transduction","cytosol;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","Pf03607","1641","A6NFY6; A9Z1V8; D3DUY8; D3DUY9; D3DUZ0; hsa:1641; O43602; O43911; Q5JYZ5","ENSG00000077279","Neurofascin interactions","PAFAH1B1 copy number variation; Cell lineage map for neuronal differentiation",3,0,54.7,53.4,62.1,144.3,187.9,127.6,106.2,109,106.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S206(100); S332(100); S339(99.3)]",0,"ENSG00000077279"
"33","SCML2",-1.36159568689051,6.34570110792082,-13.7034398431966,1.29079119309761e-07,6.29867093964429e-06,8.21643640159241,"DOWN",FALSE,"High","Master Protein","Q9UQR0","Sex comb on midleg-like protein 2 [OS=Homo sapiens]",0,3.311,2,1,1,1,1,700,77.2,8.54,2.37,1,"other biological processes","nucleus","other molecular function","Pf00536, Pf02820, Pf12140, Pf17208","10389","hsa:10389; Q5JXE6; Q86U98; Q8IWD0; Q8NDP2; Q9UGC5; Q9UQR0","ENSG00000102098",NA,NA,0,0,169.8,144.1,137.2,53.1,41.8,62.2,73.1,71.1,63.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S499(100)]",0,"ENSG00000102098"
"34","HNRNPH1",-1.05529890110719,6.44586047609557,-13.6788337627088,1.31222311242589e-07,6.29867093964429e-06,8.19940983581841,"DOWN",FALSE,"High","Master Protein","P31943","Heterogeneous nuclear ribonucleoprotein H [OS=Homo sapiens]",0,119.899,17,5,8,21,2,449,49.2,6.3,74.66,5,"RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00076, Pf08080","3187","B3KW86; D3DWQ2; P31943; Q6IBM4","ENSG00000169045; ENSG00000284254","mRNA Splicing - Major Pathway; FGFR2 alternative splicing; Processing of Capped Intron-Containing Pre-mRNA","MECP2 and associated Rett syndrome; mRNA processing; Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells",6,4,149.2,137.1,141.6,70.1,50.5,70.8,76.3,74.8,74.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S23(100); S63(100); S104(100); S161(100)]",0,"ENSG00000169045"
"35","HNRNPH2",-2.09391382143142,6.10764403431705,-13.5831549475567,1.39935627895187e-07,6.52499842071272e-06,8.13290661103077,"DOWN",FALSE,"High","Master Protein","P55795","Heterogeneous nuclear ribonucleoprotein H2 [OS=Homo sapiens]",0,99.979,12,4,7,20,1,449,49.2,6.3,70.04,4,"other biological processes","cytosol;nucleus;other cell component",NA,"Pf00076, Pf08080","3188","A1L400; P55795; Q9HHA7","ENSG00000126945","mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA","mRNA processing",3,0,169.2,177.8,161.7,40.2,25,37.1,59.7,48.4,63.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S90(100); S104(100); S161(100)]",0,"ENSG00000126945"
"36","DEK",-1.67044324760855,6.21700282881095,-13.4416603748629,1.54009825591246e-07,6.98177876013646e-06,8.03368396644415,"DOWN",FALSE,"High","Master Protein","P35659","Protein DEK [OS=Homo sapiens]",0,32.194,5,3,3,4,3,375,42.6,8.56,9.28,3,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;signal transduction;other biological processes","cytoskeleton;nucleus","nucleic acid binding activity;other molecular function","Pf08766","7913","B2R6K6; B4DN37; hsa:7913; P35659; Q5TGV4; Q5TGV5","ENSG00000124795","B-WICH complex positively regulates rRNA expression; Transcriptional regulation of granulopoiesis; Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","IL-18 signaling pathway; 10q11.21q11.23 copy number variation syndrome",5,0,168.4,159.3,167.9,53.8,44.1,42.5,57.7,50.5,62.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S307(100)]",0,"ENSG00000124795"
"37","STARD3NL",-1.29671618280335,6.35549827270068,-13.3333906393551,1.65830807559622e-07,7.31448318749467e-06,7.95704578051395,"DOWN",FALSE,"High","Master Protein","O95772","STARD3 N-terminal-like protein [OS=Homo sapiens]",0.008,1.654,3,1,1,2,1,234,26.6,4.81,4.2,1,"cell organization and biogenesis;transport","other membranes;cytosol;other cytoplasmic organelle;other cell component","other molecular function","Pf10457","83930","A4D1X0; hsa:83930; O95772","ENSG00000010270","Pregnenolone biosynthesis",NA,1,0,157.4,148.5,150.4,55.8,50.1,64.6,70.5,59.1,69.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S39(100)]",0,"ENSG00000010270"
"38","HSPD1",-1.090373532918,6.46523188484022,-13.2501003372551,1.75603651278601e-07,7.50038646596839e-06,7.89766201612142,"DOWN",FALSE,"High","Master Protein","P10809","60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]",0,284.395,45,20,21,39,20,573,61,5.87,146.68,20,"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes","non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;other cytoplasmic organelle;other cell component","nucleic acid binding activity;other molecular function","Pf00118","3329","B2R5M6; B7Z712; hsa:3329; P10809; Q38L19; Q9UCR6","ENSG00000144381","Mitochondrial protein import; Mitochondrial protein degradation; TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation","Apoptosis-related network due to altered Notch3 in ovarian cancer; 8p23.1 copy number variation syndrome; Sudden infant death syndrome (SIDS) susceptibility pathways",6,0,146.4,142.3,138.9,65,55.8,64.2,86.2,74.2,77.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S70(100)]",0,"ENSG00000144381"
"39","PRPF38A",-0.950710243828559,6.4343378341843,-13.2204248665545,1.79237176576451e-07,7.50038646596839e-06,7.87641364718736,"DOWN",FALSE,"High","Master Protein","Q8NAV1","Pre-mRNA-splicing factor 38A [OS=Homo sapiens]",0,6.04,3,2,2,9,2,312,37.5,9.96,18,2,"RNA metabolism OR transcription;other metabolic processes","nucleus",NA,"Pf03371, Pf12871","84950","hsa:84950; Q8NAV1; Q96JW1; Q9BVZ8","ENSG00000134748","mRNA Splicing - Major Pathway","MECP2 and associated Rett syndrome",2,0,142.1,139.4,129.7,64.1,63.4,72.3,73,73.3,76.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S209(100)]",0,"ENSG00000134748"
"40","BIN1",1.24405187667043,6.58853848432059,13.0889176256688,1.96364564833929e-07,8.01167424522432e-06,7.78167297969306,"UP",FALSE,"High","Master Protein","O00499","Myc box-dependent-interacting protein 1 [OS=Homo sapiens]",0,52.068,7,3,4,9,3,593,64.7,5.06,34.16,3,"cell organization and biogenesis;transport;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","enzyme regulator activity;cytoskeletal activity;other molecular function","Pf03114, Pf14604","274","hsa:274; O00297; O00499; O00545; O43867; O60552; O60553; O60554; O60555; O75514; O75515; O75516; O75517; O75518; Q659B7; Q92944; Q99688","ENSG00000136717","Clathrin-mediated endocytosis","VEGFA-VEGFR2 signaling; IL-18 signaling pathway",3,0,63.7,60,64.6,145.5,189.9,131,92.4,95.4,100.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S298(100); S331(99.2)]",0,"ENSG00000136717"
"41","CDK7",-1.30849868928282,6.43817727762386,-13.0414699214075,2.02979325174659e-07,8.07956728500105e-06,7.74725702201765,"DOWN",FALSE,"High","Master Protein","P50613","Cyclin-dependent kinase 7 [OS=Homo sapiens]",0,7.42,5,2,2,5,2,346,39,8.47,9.45,2,"cell cycle OR cell proliferation;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cell component","kinase activity;other molecular function","Pf00069","1022","hsa:1022; P50613; Q9BS60; Q9UE19","ENSG00000134058; ENSG00000277273","RUNX1 regulates transcription of genes involved in differentiation of HSCs; Formation of RNA Pol II elongation complex ; Formation of the Early Elongation Complex; Formation of HIV elongation complex in the absence of HIV Tat; Formation of the HIV-1 Early Elongation Complex; RNA Pol II CTD phosphorylation and interaction with CE during HIV infection; Formation of HIV-1 elongation complex containing HIV-1 Tat; RNA Polymerase II Pre-transcription Events; TP53 Regulates Transcription of DNA Repair Genes; RNA polymerase II transcribes snRNA genes; mRNA Capping; RNA Pol II CTD phosphorylation and interaction with CE; HIV Transcription Initiation; RNA Polymerase II HIV Promoter Escape; RNA Polymerase II Promoter Escape; RNA Polymerase II Transcription Pre-Initiation And Promoter Opening; RNA Polymerase II Transcription Initiation; NoRC negatively regulates rRNA expression; Cyclin D associated events in G1; Cyclin A/B1/B2 associated events during G2/M transition; RNA Polymerase I Transcription Initiation; RNA Polymerase I Promoter Escape; RNA Polymerase I Transcription Termination; Formation of TC-NER Pre-Incision Complex; Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in TC-NER; Formation of Incision Complex in GG-NER; Cyclin E associated events during G1/S transition ; Cyclin A:Cdk2-associated events at S phase entry","MicroRNAs in cardiomyocyte hypertrophy; Cell cycle; Cardiac hypertrophic response; Eukaryotic transcription initiation; G1 to S cell cycle control; Nucleotide excision repair; DNA repair pathways, full network; Pleural mesothelioma; Nucleotide excision repair in xeroderma pigmentosum",43,0,159.6,147.9,164,57.2,46.1,72.2,74.8,69.6,69.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S164(100); T170(100)]",0,"ENSG00000134058"
"42","DPYSL3",1.53558190875404,6.61015798927443,12.9865749950495,2.10939528752592e-07,8.19650740295786e-06,7.70728321650952,"UP",FALSE,"High","Master Protein","Q14195-2","Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3 [OS=Homo sapiens]",0,243.83,18,11,22,112,9,684,73.9,6.35,269.98,11,NA,NA,NA,NA,NA,"Q14195-2",NA,NA,NA,0,0,52,51.9,53.3,155.6,141.1,159.5,102.6,127,111.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S75(99.4); S102(100); T621(97.9); T623(100); T628(100); S636(100); S653(99.4)]",0,"ENSG00000113657"
"43","CHTF18",-2.50250585708986,5.84920837074355,-12.7826853056452,2.43652058592433e-07,9.05011535669436e-06,7.55732924052118,"DOWN",FALSE,"High","Master Protein","Q8WVB6","Chromosome transmission fidelity protein 18 homolog [OS=Homo sapiens]",0,14.861,2,1,1,2,1,975,107.3,7.21,7.57,1,"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;other biological processes","cytosol;nucleus","nucleic acid binding activity;other molecular function","Pf00004","63922","B7ZBA2; D3DU68; hsa:63922; Q7Z6Y4; Q7Z6Y6; Q8WVB6; Q9BR83; Q9BRG5; Q9H7K3","ENSG00000127586","Polymerase switching on the C-strand of the telomere","Gastric cancer network 2; 7q11.23 copy number variation syndrome",3,0,193.3,191,191.2,43.4,28,29.9,38.8,42.9,37.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S871(100)]",0,"ENSG00000127586"
"44","PHB2",-1.23803361081886,6.40130430162399,-12.7806919772657,2.43998208146171e-07,9.05011535669436e-06,7.55585154779602,"DOWN",FALSE,"High","Master Protein","Q99623","Prohibitin-2 [OS=Homo sapiens]",0,33.259,9,3,3,4,3,299,33.3,9.83,11.28,3,"cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;mitochondrion;nucleus;other cell component","other molecular function","Pf01145","11331","B4DP75; hsa:11331; Q2YDA4; Q7KYU3; Q92978; Q99623","ENSG00000215021","Processing of SMDT1; Cellular response to mitochondrial stress",NA,2,0,158.9,145.9,140.4,56.3,59,59.3,79.1,65.8,70.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S293(100)]",0,"ENSG00000215021"
